sentence_A,sentence_B,relatedness_score
A young child is climbing a rock climbing wall which is indoors,A young kid is climbing a rock climbing wall which is indoors,-0.8500000000000001
A young child is climbing a rock climbing wall which is indoors,A young child is under a rock climbing wall which is indoors,-0.5
A young child is climbing a rock climbing wall which is indoors,A child is indoors watching a program about some young climbers on a rock wall.,-0.10000000000000009
The young boy is climbing the wall made of rock,A young kid is climbing a rock climbing wall which is indoors,-0.6499999999999999
A young child is under a rock climbing wall which is indoors,The young boy is climbing the wall made of rock,-0.19999999999999996
A child is indoors watching a program about some young climbers on a rock wall.,The young boy is climbing the wall made of rock,-0.19999999999999996
One young boy is climbing a wall made of rock,A young child is climbing a rock climbing wall which is indoors,-0.6499999999999999
A young boy isn't climbing a wall made of rock,A young child is climbing a rock climbing wall which is indoors,-0.44999999999999996
A young climber is making a rock wall for the boys,A young child is climbing a rock climbing wall which is indoors,0.050000000000000044
A young child is climbing a rock climbing wall which is indoors,The young boy is climbing the wall made of rock,-0.6000000000000001
One man is doing a trick with a bicycle in midair,One man is doing a bicycle trick in midair,-0.8999999999999999
One man is doing a bicycle trick in midair,A man is failing to perform a bicycle trick in midair,-0.25
A cyclist is fearlessly performing a trick in the air,The cyclist is performing a trick in the air,-0.9500000000000002
The cyclist is performing a trick in the air,The cyclist isn't performing a trick in the air,-0.3999999999999999
The air is tricking a performing cyclist,The cyclist is performing a trick in the air,0.30000000000000004
One man is doing a bicycle trick in midair,A cyclist is fearlessly performing a trick in the air,-0.5325000000000002
One man is doing a bicycle trick in midair,The cyclist isn't performing a trick in the air,0.050000000000000044
One man is doing a bicycle trick in midair,The air is tricking a performing cyclist,0.0
One man is doing a trick with a bicycle in midair,The cyclist is performing a trick in the air,-0.5499999999999998
A man is failing to perform a bicycle trick in midair,The cyclist is performing a trick in the air,-0.1499999999999999
One man is doing a bicycle trick in midair,The cyclist is performing a trick in the air,-0.7000000000000002
"A dog, which is black, and a white one are staring at each other in the street","A dog, which is black, and another one, which is white, are staring at each other in the street",-0.9500000000000002
"A dog, which is black, and a white one are ignoring each other in the street","A dog, which is black, and a white one are staring at each other in the street",-0.30000000000000004
"A dog, which is black, and a white one are staring at each other in the street",One white dog is staring at the black street,-0.050000000000000044
Two dogs of different breeds are looking angrily at each other across a street,Two dogs of different breeds are looking at each other across a street,-0.7999999999999998
Two dogs of different breeds are looking at each other across a street,There are no dogs of different breeds looking at each other across a street,-0.44999999999999996
"Along two streets, different breeds of dogs are being looked at",Two dogs of different breeds are looking at each other across a street,-0.050000000000000044
Two dogs of different breeds are looking angrily at each other across a street,"A dog, which is black, and a white one are staring at each other in the street",-0.44999999999999996
"A dog, which is black, and a white one are staring at each other in the street",There are no dogs of different breeds looking at each other across a street,-0.19999999999999996
"A dog, which is black, and a white one are staring at each other in the street","Along two streets, different breeds of dogs are being looked at",0.050000000000000044
"A dog, which is black, and another one, which is white, are staring at each other in the street",Two dogs of different breeds are looking at each other across a street,-0.5499999999999998
Two dogs of different breeds are looking at each other across a street,"A dog, which is black, and a white one are ignoring each other in the street",-0.25
One white dog is staring at the black street,Two dogs of different breeds are looking at each other across a street,-0.19999999999999996
"A dog, which is black, and a white one are staring at each other in the street",Two dogs of different breeds are looking at each other across a street,-0.7000000000000002
"A dog next to a tree, which is probably a pine, is dropping a bucket","A dog next to a tree, which is probably a pine, is biting a bucket",-0.19999999999999996
"A dog next to a tree, which is probably a pine, is biting a bucket",A dog in a bucket is biting a tree which is probably a pine,-0.10000000000000009
A dog which is furry and black is in a backyard and is carrying a basket in its mouth.,A dog which is furry and black is in a back yard and is carrying a basket in its mouth,-1.0
A dog which is furry and black is in a back yard and is carrying a basket in its mouth,There is no dog which is furry and black in a back yard carrying a basket in its mouth.,-0.3500000000000001
A dog which is furry and black is in a back yard and is carrying a basket in its mouth,A dog in the backyard is carrying black fur in a basket in its mouth.,-0.44999999999999996
A dog which is furry and black is in a backyard and is carrying a basket in its mouth.,"A dog next to a tree, which is probably a pine, is biting a bucket",-0.19999999999999996
"A dog next to a tree, which is probably a pine, is biting a bucket",There is no dog which is furry and black in a back yard carrying a basket in its mouth.,-0.10000000000000009
A dog in the backyard is carrying black fur in a basket in its mouth.,"A dog next to a tree, which is probably a pine, is biting a bucket",-0.19999999999999996
A dog which is furry and black is in a back yard and is carrying a basket in its mouth,"A dog next to a tree, which is probably a pine, is dropping a bucket",0.10000000000000009
A dog which is furry and black is in a back yard and is carrying a basket in its mouth,A dog in a bucket is biting a tree which is probably a pine,0.44999999999999996
A dog which is furry and black is in a back yard and is carrying a basket in its mouth,"A dog next to a tree, which is probably a pine, is biting a bucket",0.25
Two persons of large size are sitting on a park bench and they have a bottle of soda between them,Two large persons are sitting on a park bench and they have a bottle of soda between them,-0.8500000000000001
Two large persons are sitting on a park bench and they have a bottle of soda between them,Two large persons are standing near a park bench and they have nothing between them,-0.5499999999999998
Two large park benches have a person sitting and a bottle of soda between them,Two large persons are sitting on a park bench and they have a bottle of soda between them,-0.3500000000000001
A man and a woman are sitting comfortably on the bench,Two people are sitting comfortably on the bench,-0.7999999999999998
A man and a woman are sitting comfortably on the bench,Nobody is sitting comfortably on the bench,-0.2925
Two large persons are sitting on a park bench and they have a bottle of soda between them,Two people are sitting comfortably on the bench,-0.25
Nobody is sitting comfortably on the bench,Two large persons are sitting on a park bench and they have a bottle of soda between them,-0.30000000000000004
A man and a woman are sitting comfortably on the bench,Two persons of large size are sitting on a park bench and they have a bottle of soda between them,-0.1499999999999999
Two large persons are standing near a park bench and they have nothing between them,A man and a woman are sitting comfortably on the bench,0.10000000000000009
A man and a woman are sitting comfortably on the bench,Two large park benches have a person sitting and a bottle of soda between them,0.0
A man and a woman are sitting comfortably on the bench,Two large persons are sitting on a park bench and they have a bottle of soda between them,-0.44999999999999996
One man is leading the race,A man is leading the race,-1.0
A man is leading the race,A man is bringing up the rear of the race,-0.050000000000000044
The man is racing for the lead ,A man is leading the race,-0.3500000000000001
A few men in a competition are running outside,A few men in a competition are running outdoors,-0.5499999999999998
A few men in a competition are running outside,A few men in a competition are running indoors,-0.44999999999999996
A few men in a competition are running outside,A few men are running competitions outside,-0.44999999999999996
A man is leading the race,A few men in a competition are running outdoors,-0.050000000000000044
A man is leading the race,A few men in a competition are running indoors,0.44999999999999996
A man is leading the race,A few men are running competitions outside,-0.050000000000000044
A few men in a competition are running outside,One man is leading the race,-0.050000000000000044
A man is bringing up the rear of the race,A few men in a competition are running outside,-0.3500000000000001
A few men in a competition are running outside,The man is racing for the lead ,-0.19999999999999996
A few men in a competition are running outside,A man is leading the race,-0.3999999999999999
The subject is being studied by a man with a camera,A man with a camera is studying the subject,-0.9500000000000002
A man with a camera is studying the subject,There is no man with a camera studying the subject,-0.30000000000000004
A man with a camera is studying the subject,The study subject is a camera man,-0.30000000000000004
The man with the dyed purple hat is operating a camera that makes videos,The man in the purple hat is operating a camera that makes videos,-0.9500000000000002
The man in the purple hat isn't operating a camera that makes videos,The man in the purple hat is operating a camera that makes videos,-0.19999999999999996
The man with the dyed purple hat is operating a camera that makes videos,A man with a camera is studying the subject,-0.19999999999999996
A man with a camera is studying the subject,The man in the purple hat isn't operating a camera that makes videos,-0.10000000000000009
The man in the purple hat is operating a camera that makes videos,The subject is being studied by a man with a camera,-0.30000000000000004
The man in the purple hat is operating a camera that makes videos,There is no man with a camera studying the subject,-0.10000000000000009
The study subject is a camera man,The man in the purple hat is operating a camera that makes videos,0.10000000000000009
The man in the purple hat is operating a camera that makes videos,A man with a camera is studying the subject,-0.1499999999999999
The bride and the groom are leaving after the marriage,The bride and the groom are leaving after the wedding,-0.8999999999999999
The bride and the groom are arriving after the wedding,The bride and the groom are leaving after the wedding,-0.6499999999999999
The bride is leaving the groom after the wedding,The bride and the groom are leaving after the wedding,-0.10000000000000009
A married couple is walking down the aisle,A couple who have just got married are walking down the isle,-0.8999999999999999
A married couple is walking up the aisle,A married couple is walking down the aisle,-0.7000000000000002
A married couple is walking down the aisle,The priest is walking down the aisle to marry a couple,0.050000000000000044
A couple who have just got married are walking down the isle,The bride and the groom are leaving after the wedding,-0.5499999999999998
A married couple is walking up the aisle,The bride and the groom are leaving after the wedding,-0.44999999999999996
The priest is walking down the aisle to marry a couple,The bride and the groom are leaving after the wedding,0.10000000000000009
The bride and the groom are leaving after the marriage,A married couple is walking down the aisle,-0.30000000000000004
The bride and the groom are arriving after the wedding,A married couple is walking down the aisle,-0.5
A married couple is walking down the aisle,The bride is leaving the groom after the wedding,0.19999999999999996
A married couple is walking down the aisle,The bride and the groom are leaving after the wedding,-0.19999999999999996
The students are filling the classroom,A classroom is full of students,-0.6499999999999999
A classroom is full of students,A classroom is empty,0.3500000000000001
The presentation is being watched by a classroom of students,The presentation is being attended by a classroom of students,-0.8999999999999999
The presentation isn't being watched by a classroom of students,The presentation is being watched by a classroom of students,-0.7000000000000002
The presentation is being attended by a classroom of students,A classroom is full of students,-0.19999999999999996
The presentation isn't being watched by a classroom of students,A classroom is full of students,-0.050000000000000044
The presentation is being watched by a classroom of students,The students are filling the classroom,0.050000000000000044
The presentation is being watched by a classroom of students,A classroom is empty,0.0
The presentation is being watched by a classroom of students,A classroom is full of students,-0.44999999999999996
A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,A boy at the bottom of a hill covered in snow is naked and is sitting on his knees,-0.10000000000000009
A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,A boy on a red and black slide is wearing a jacket and a hat and has knees which are covered in snow,-0.25
The kid is happily sliding in the snow,The kid is sliding in the snow,-0.75
The kid is sliding in the snow,The kid is still in the snow,-0.6000000000000001
A snow slide is full of kids,The kid is sliding in the snow,-0.19999999999999996
The kid is happily sliding in the snow,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,-0.5
A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,The kid is still in the snow,-0.19999999999999996
A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,A snow slide is full of kids,0.1499999999999999
The kid is sliding in the snow,A boy at the bottom of a hill covered in snow is naked and is sitting on his knees,0.1499999999999999
The kid is sliding in the snow,A boy on a red and black slide is wearing a jacket and a hat and has knees which are covered in snow,-0.30000000000000004
A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,The kid is sliding in the snow,-0.30000000000000004
A woman and a dog are peacefully sitting on a tree stump,A woman and a dog are sitting on a tree stump,-0.75
A woman and a dog are standing near a tree stump,A woman and a dog are sitting on a tree stump,-0.25
"A woman, who is old, is near a dog that has a white coat","A woman, who is old, is near a white dog",-0.7000000000000002
"A woman, who is old, is near a white dog","A woman, who is old, is far from a white dog",-0.30000000000000004
"A woman, who is old, is near a dog that has a white coat",A woman and a dog are sitting on a tree stump,0.10000000000000009
"A woman, who is old, is far from a white dog",A woman and a dog are sitting on a tree stump,0.30000000000000004
"A woman, who is old, is near a white dog",A woman and a dog are peacefully sitting on a tree stump,-0.3425
"A woman, who is old, is near a white dog",A woman and a dog are standing near a tree stump,0.0
"A woman, who is old, is near a white dog",A woman and a dog are sitting on a tree stump,-0.050000000000000044
A dog is excitedly playing with water in a field,A dog is excitedly playing with water in the grass,-0.6499999999999999
A dog is excitedly playing with water in the grass,There is no dog excitedly playing with water in the grass,-0.375
A man is watering the grass and excitedly playing with a dog,A dog is excitedly playing with water in the grass,-0.25
The dog is biting some droplets of water,The dog is snapping at some droplets of water,-0.75
The dog is snapping at some droplets of water,The dog isn't snapping at some droplets of water,-0.5
The dog is snapping at some droplets of water,A snap is depicting some water falling in droplets on the dog,0.3500000000000001
A dog is excitedly playing with water in the grass,The dog is biting some droplets of water,-0.10000000000000009
The dog isn't snapping at some droplets of water,A dog is excitedly playing with water in the grass,-0.25
A dog is excitedly playing with water in the grass,A snap is depicting some water falling in droplets on the dog,0.050000000000000044
A dog is excitedly playing with water in a field,The dog is snapping at some droplets of water,-0.32499999999999996
The dog is snapping at some droplets of water,There is no dog excitedly playing with water in the grass,-0.25
A man is watering the grass and excitedly playing with a dog,The dog is snapping at some droplets of water,0.30000000000000004
The dog is snapping at some droplets of water,A dog is excitedly playing with water in the grass,-0.6000000000000001
Two men are walking two dogs with golden coats in the snow,Two people are walking two dogs with golden coats in the snow,-0.7999999999999998
Two people are walking two dogs with golden coats in the snow,Two people are in the snow holding two dogs with golden coats,-0.3999999999999999
"Two people are in the snow, wearing clothes that provide camouflage","Some people are in the snow, wearing clothes that provide camouflage",-0.7000000000000002
Nobody is in the snow wearing clothes that provide camouflage,"Two people are in the snow, wearing clothes that provide camouflage",-0.1499999999999999
"Two people are in the snow not wearing clothes, which provides camouflage. ","Two people are in the snow, wearing clothes that provide camouflage",-0.3999999999999999
"Some people are in the snow, wearing clothes that provide camouflage",Two people are walking two dogs with golden coats in the snow,0.1499999999999999
Nobody is in the snow wearing clothes that provide camouflage,Two people are walking two dogs with golden coats in the snow,0.25
Two people are walking two dogs with golden coats in the snow,"Two people are in the snow not wearing clothes, which provides camouflage. ",0.44999999999999996
"Two people are in the snow, wearing clothes that provide camouflage",Two men are walking two dogs with golden coats in the snow,-0.10000000000000009
"Two people are in the snow, wearing clothes that provide camouflage",Two people are in the snow holding two dogs with golden coats,0.19999999999999996
"Two people are in the snow, wearing clothes that provide camouflage",Two people are walking two dogs with golden coats in the snow,0.1499999999999999
"A girl from Asia, in front of a brick window, looks surprised","A girl from Asia, in front of a window made of bricks, looks surprised",-0.9500000000000002
"A girl from Asia, in front of a brick window, doesn't look surprised","A girl from Asia, in front of a brick window, looks surprised",-0.10000000000000009
A girl is looking on surprised from a front window in a house in Asia.,"A girl from Asia, in front of a brick window, looks surprised",-0.7999999999999998
A girl is wearing a t-shirt and has her mouth open.,A girl has a t-shirt and is keeping her mouth open,-0.7999999999999998
There is no girl wearing a t-shirt and keeping her mouth open,A girl is wearing a t-shirt and has her mouth open.,-0.44999999999999996
A girl has a t-shirt and is keeping her mouth open,"A girl from Asia, in front of a brick window, looks surprised",0.19999999999999996
There is no girl wearing a t-shirt and keeping her mouth open,"A girl from Asia, in front of a brick window, looks surprised",0.3999999999999999
"A girl from Asia, in front of a window made of bricks, looks surprised",A girl is wearing a t-shirt and has her mouth open.,0.30000000000000004
"A girl from Asia, in front of a brick window, doesn't look surprised",A girl is wearing a t-shirt and has her mouth open.,0.44999999999999996
A girl is looking on surprised from a front window in a house in Asia.,A girl is wearing a t-shirt and has her mouth open.,0.30000000000000004
A girl is wearing a t-shirt and has her mouth open.,"A girl from Asia, in front of a brick window, looks surprised",0.0
A group of people is equipped with protective gear,A group of people is equipped with gear used for protection,-1.0
A group of people is equipped with protective gear,A group of people is equipped with unprotective gear,-0.25
A person in biking gear is standing steadily in front of some mountains ,A person in the gear used for biking is standing steadily in front of the mountains,-0.8999999999999999
A person in biking gear is standing steadily in front of some mountains ,There is no person in bike gear standing steadily in front of the mountains,-0.30000000000000004
A person in biking gear is standing steadily in front of some mountains ,The mountain gear is steadily placed in front of the standing biker,-0.30000000000000004
A group of people is equipped with protective gear,A person in the gear used for biking is standing steadily in front of the mountains,0.30000000000000004
There is no person in bike gear standing steadily in front of the mountains,A group of people is equipped with protective gear,0.3500000000000001
The mountain gear is steadily placed in front of the standing biker,A group of people is equipped with protective gear,0.1499999999999999
A group of people is equipped with gear used for protection,A person in biking gear is standing steadily in front of some mountains ,0.5
A group of people is equipped with unprotective gear,A person in biking gear is standing steadily in front of some mountains ,0.5
A group of people is equipped with protective gear,A person in biking gear is standing steadily in front of some mountains ,0.1499999999999999
The football is between the feet of a boy who is lying on the grass,The football isn't between the feet of a boy who is lying in the grass,-0.050000000000000044
The boy on the grass is lying and is hiding the football between his feet,The football is between the feet of a boy who is lying on the grass,-0.7000000000000002
The little kid is playing football and falling harmlessly into the grass,The little kid is playing football and falling into the grass,-0.7999999999999998
There is no little kid playing football and falling into the grass,The little kid is playing football and falling into the grass,-0.5499999999999998
The little kid is playing football and falling into the grass,A football player is falling into the grass to dodge a little kid,-0.3500000000000001
The football is between the feet of a boy who is lying on the grass,The little kid is playing football and falling harmlessly into the grass,-0.19999999999999996
There is no little kid playing football and falling into the grass,The football is between the feet of a boy who is lying on the grass,0.0
The football is between the feet of a boy who is lying on the grass,A football player is falling into the grass to dodge a little kid,0.050000000000000044
The football is between the feet of a boy who is lying on the grass,The little kid is playing football and falling into the grass,-0.25
The little kid is playing football and falling into the grass,The football isn't between the feet of a boy who is lying in the grass,-0.3999999999999999
The boy on the grass is lying and is hiding the football between his feet,The little kid is playing football and falling into the grass,-0.19999999999999996
"A man with climbing equipment is hanging from a rock, which is vertical and white","A man with equipment used for climbing is hanging from a white, vertical rock.",-0.8999999999999999
"A man with equipment used for climbing is hanging from a white, vertical rock.","A man with equipment used for climbing is under a vertical, white rock",-0.44999999999999996
"The climbing equipment to rescue a man is hanging from a white, vertical rock","A man with equipment used for climbing is hanging from a white, vertical rock.",-0.10000000000000009
A woman with pigtails is climbing a rock wall,A woman with a ponytail is climbing a wall of rock,-0.6000000000000001
A woman with a ponytail is climbing down a wall of rock,A woman with a ponytail is climbing a wall of rock,-0.5425
A woman with a ponytail is climbing a wall of rock,A woman is tailing a pony near a rock climbing wall,0.050000000000000044
"A man with equipment used for climbing is hanging from a white, vertical rock.",A woman with pigtails is climbing a rock wall,0.44999999999999996
"A man with equipment used for climbing is hanging from a white, vertical rock.",A woman with a ponytail is climbing down a wall of rock,0.1499999999999999
A woman is tailing a pony near a rock climbing wall,"A man with equipment used for climbing is hanging from a white, vertical rock.",0.6
A woman with a ponytail is climbing a wall of rock,"A man with climbing equipment is hanging from a rock, which is vertical and white",-0.050000000000000044
"A man with equipment used for climbing is under a vertical, white rock",A woman with a ponytail is climbing a wall of rock,0.1499999999999999
A woman with a ponytail is climbing a wall of rock,"The climbing equipment to rescue a man is hanging from a white, vertical rock",0.6
"A man with equipment used for climbing is hanging from a white, vertical rock.",A woman with a ponytail is climbing a wall of rock,0.1499999999999999
A black and a white dog are joyfully running on the grass,"A dog, which has a black coat, and a white dog are running on the grass",-0.7000000000000002
There is no dog joyfully running on the grass,A black and a white dog are joyfully running on the grass,-0.10000000000000009
A black and a white dog are joyfully running on the grass,A black person in white is joyfully running with the dog on the grass,0.30000000000000004
One white dog and one black one are cheerfully running side by side on the grass,One white dog and one black one are running side by side on the grass,-0.8500000000000001
One white dog and one black one are sitting side by side on the grass,One white dog and one black one are running side by side on the grass,-0.3500000000000001
One white dog and one black one are cheerfully running side by side on the grass,A black and a white dog are joyfully running on the grass,-0.7000000000000002
One white dog and one black one are sitting side by side on the grass,A black and a white dog are joyfully running on the grass,-0.5575000000000001
One white dog and one black one are running side by side on the grass,"A dog, which has a black coat, and a white dog are running on the grass",-0.6000000000000001
One white dog and one black one are running side by side on the grass,There is no dog joyfully running on the grass,-0.10000000000000009
A black person in white is joyfully running with the dog on the grass,One white dog and one black one are running side by side on the grass,0.3500000000000001
A black and a white dog are joyfully running on the grass,One white dog and one black one are running side by side on the grass,-0.5499999999999998
A lot of people are in an ice skating park,Not a lot of people are in an ice skating park,-0.44999999999999996
A lot of people are in an ice skating park,There aren't many people in the ice skating park,-0.25
Many people are skating in an ice park,A lot of people are in an ice skating park,-0.44999999999999996
The ice skating rink placed outdoors is full of people,An ice skating rink placed outdoors is full of people,-0.9500000000000002
An ice skating rink placed outdoors is empty,An ice skating rink placed outdoors is full of people,-0.30000000000000004
An ice skating rink placed outdoors is full of people,An ice skater is outdoors performing on a rink full of people,-0.5
The ice skating rink placed outdoors is full of people,A lot of people are in an ice skating park,-0.6000000000000001
A lot of people are in an ice skating park,An ice skating rink placed outdoors is empty,-0.30000000000000004
A lot of people are in an ice skating park,An ice skater is outdoors performing on a rink full of people,-0.25
Not a lot of people are in an ice skating park,An ice skating rink placed outdoors is full of people,-0.25
An ice skating rink placed outdoors is full of people,There aren't many people in the ice skating park,-0.30000000000000004
Many people are skating in an ice park,An ice skating rink placed outdoors is full of people,-0.75
An ice skating rink placed outdoors is full of people,A lot of people are in an ice skating park,-0.75
"A girl in a uniform, which is blue, is quickly raising her arm","A girl in a uniform, which is blue, is raising her arm.",-0.75
"A girl in a uniform, which is blue, is lowering her arm","A girl in a uniform, which is blue, is raising her arm.",-0.19999999999999996
A girl is raising a blue uniform with her arm,"A girl in a uniform, which is blue, is raising her arm.",-0.1499999999999999
The girl in the blue and white uniform is cheering,Some cheers are being performed by the girl in the blue and white uniform,-0.9500000000000002
The girl in the blue and white uniform isn't cheering,The girl in the blue and white uniform is cheering,-0.5499999999999998
The girl in the blue and white uniform is cheering,The girl is cheering the man in the blue and white uniform,-0.050000000000000044
Some cheers are being performed by the girl in the blue and white uniform,"A girl in a uniform, which is blue, is raising her arm.",-0.6000000000000001
"A girl in a uniform, which is blue, is raising her arm.",The girl in the blue and white uniform isn't cheering,0.1499999999999999
"A girl in a uniform, which is blue, is raising her arm.",The girl is cheering the man in the blue and white uniform,-0.1499999999999999
"A girl in a uniform, which is blue, is quickly raising her arm",The girl in the blue and white uniform is cheering,-0.3999999999999999
The girl in the blue and white uniform is cheering,"A girl in a uniform, which is blue, is lowering her arm",-0.19999999999999996
A girl is raising a blue uniform with her arm,The girl in the blue and white uniform is cheering,-0.10000000000000009
"A girl in a uniform, which is blue, is raising her arm.",The girl in the blue and white uniform is cheering,-0.1499999999999999
A bunch of guys is on the shore,A bunch of people is on the shore,-0.6499999999999999
There is no one on the shore,A bunch of people is on the shore,-0.30000000000000004
People are on a beach full of sand by the ocean and are enjoying a sunny day,People are on a beach full of sand by the ocean and are enjoying a day full of sun,-0.8999999999999999
People are far from a beach full of sand by the ocean and are suffering from the sunny day,People are on a beach full of sand by the ocean and are enjoying a sunny day,0.050000000000000044
People are on a beach full of sand by the ocean and are enjoying a day full of sun,A bunch of people is on the shore,-0.3999999999999999
People are far from a beach full of sand by the ocean and are suffering from the sunny day,A bunch of people is on the shore,0.10000000000000009
A bunch of guys is on the shore,People are on a beach full of sand by the ocean and are enjoying a sunny day,-0.10000000000000009
People are on a beach full of sand by the ocean and are enjoying a sunny day,There is no one on the shore,-0.3500000000000001
People are on a beach full of sand by the ocean and are enjoying a sunny day,A bunch of people is on the shore,-0.3999999999999999
A man in a blue jumpsuit is failing to perform a wheelie on a motorcycle,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,-0.5
A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,-0.30000000000000004
The man is doing a wheelie with a motorbike in a field which is mostly barren,The man is doing a wheelie with a motorcycle on ground which is mostly barren,-0.7000000000000002
The man is getting off a motorcycle onto ground which is mostly barren,The man is doing a wheelie with a motorcycle on ground which is mostly barren,-0.30000000000000004
The man is doing a wheelie with a motorcycle on ground which is mostly barren,"The man is on ground which is mostly barren, filming a wheelie done with a motorcycle.",-0.25
The man is doing a wheelie with a motorbike in a field which is mostly barren,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,-0.30000000000000004
A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,The man is getting off a motorcycle onto ground which is mostly barren,-0.25
"The man is on ground which is mostly barren, filming a wheelie done with a motorcycle.",A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,0.19999999999999996
A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,The man is doing a wheelie with a motorcycle on ground which is mostly barren,-0.5499999999999998
A man in a blue jumpsuit is failing to perform a wheelie on a motorcycle,The man is doing a wheelie with a motorcycle on ground which is mostly barren,-0.19999999999999996
The man is doing a wheelie with a motorcycle on ground which is mostly barren,A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit,-0.30000000000000004
The man is doing a wheelie with a motorcycle on ground which is mostly barren,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,-0.3500000000000001
A woman is being kissed by a man,A lady is being kissed by a man,-0.9500000000000002
A woman is being kissed by a man,There is no woman being kissed by a man,-0.6000000000000001
Two people are passionately kissing near a crowd,Two people are kissing near a crowd,-0.7000000000000002
Two people are arguing near a crowd,Two people are kissing near a crowd,0.0
A nearby throng of people are kissing two by two,Two people are kissing near a crowd,-0.3999999999999999
Two people are passionately kissing near a crowd,A woman is being kissed by a man,-0.5
Two people are arguing near a crowd,A woman is being kissed by a man,0.95
A nearby throng of people are kissing two by two,A woman is being kissed by a man,-0.07499999999999996
Two people are kissing near a crowd,A lady is being kissed by a man,-0.5499999999999998
There is no woman being kissed by a man,Two people are kissing near a crowd,-0.050000000000000044
Two people are kissing near a crowd,A woman is being kissed by a man,-0.5
"The young woman in a dyed red shirt, is blowing a bubble that is huge",The girl in the red shirt is blowing a bubble ,-0.7000000000000002
The girl in the red shirt is blowing a bubble ,The girl in a dyed red shirt isn't blowing a bubble,0.30000000000000004
"A bubble blew, dyeing the girl's shirt red.",The girl in the red shirt is blowing a bubble ,0.01750000000000007
The young girl is blowing a bubble that is huge,"The girl, who is young, is blowing a bubble that is huge",-0.9500000000000002
The young girl is blowing a bubble that is huge,The young girl is blowing a bubble that is very small,-0.3500000000000001
"The girl, who is young, is blowing a bubble that is huge",The girl in the red shirt is blowing a bubble ,-0.5
The young girl is blowing a bubble that is very small,The girl in the red shirt is blowing a bubble ,-0.3999999999999999
"The young woman in a dyed red shirt, is blowing a bubble that is huge",The young girl is blowing a bubble that is huge,-0.3999999999999999
The young girl is blowing a bubble that is huge,The girl in a dyed red shirt isn't blowing a bubble,-0.1499999999999999
"A bubble blew, dyeing the girl's shirt red.",The young girl is blowing a bubble that is huge,0.0
The girl in the red shirt is blowing a bubble ,The young girl is blowing a bubble that is huge,-0.3999999999999999
A young child is wearing boots made of green rubber and playing in a puddle full of mud,A young child is wearing green boots and playing in a puddle full of mud,-0.7999999999999998
A young child is barefoot and is walking past a puddle full of mud,A young child is wearing green boots and playing in a puddle full of mud,-0.25
A young child is wearing green boots and playing in a puddle full of mud,Some green boots in a puddle full of mud are targeted by a playful young child wearing a scarf,0.0
A little boy is jumping into a puddle in the street,A little boy is jumping into a puddle on the street,-0.9500000000000002
A little boy is jumping into a puddle on the street,A little boy is getting out of a puddle in the street,-0.5
A little boy is jumping into a puddle on the street,A little boy's jumper is in a puddle in the street,-0.19999999999999996
A young child is wearing green boots and playing in a puddle full of mud,A little boy is jumping into a puddle in the street,-0.3999999999999999
A young child is wearing green boots and playing in a puddle full of mud,A little boy is getting out of a puddle in the street,-0.10000000000000009
A little boy's jumper is in a puddle in the street,A young child is wearing green boots and playing in a puddle full of mud,0.19999999999999996
A little boy is jumping into a puddle on the street,A young child is wearing boots made of green rubber and playing in a puddle full of mud,-0.6000000000000001
A young child is barefoot and is walking past a puddle full of mud,A little boy is jumping into a puddle on the street,0.050000000000000044
Some green boots in a puddle full of mud are targeted by a playful young child wearing a scarf,A little boy is jumping into a puddle on the street,0.19999999999999996
A young child is wearing green boots and playing in a puddle full of mud,A little boy is jumping into a puddle on the street,-0.3999999999999999
"Some corndogs are being eaten by two toddlers who are in a wagon, which is really small","Two toddlers are eating corndogs in a wagon, which is really small",-0.8999999999999999
"Two toddlers are sleeping in a wagon, which is really small","Two toddlers are eating corndogs in a wagon, which is really small",-0.19999999999999996
Two toddlers are eating on a really small wagon full of corndogs ,"Two toddlers are eating corndogs in a wagon, which is really small",-0.44999999999999996
Two young kids are eating corndogs,Two young children are eating corndogs,-0.9500000000000002
Two young kids are eating corndogs,Two young kids are fasting,0.10000000000000009
Two young kids are playing with a man eating corndogs,Two young kids are eating corndogs,-0.44999999999999996
"Two toddlers are eating corndogs in a wagon, which is really small",Two young children are eating corndogs,-0.75
Two young kids are fasting,"Two toddlers are eating corndogs in a wagon, which is really small",0.0
